id,name,alias,iata,icao,callsign,country,is_active
4965,"Twin Jet","","T7","TJT","TWINJET","France",1
4966,"Tikal Jets Airlines","","","TKC","TIKAL","Guatemala",0
4967,"Take Air Line","","","TKE","ISLAND BIRD","France",0
4968,"Tropical International Airways","","","TKX","TROPEXPRESS","Saint Kitts and Nevis",0
4969,"Thai Sky Airlines","","9I","TKY","THAI SKY","Thailand",0
4970,"Translift Airways","","","TLA","TRANSLIFT","Ireland",1
4971,"Transport Africa","","","TLF","TRANS-LEONE","Sierra Leone",0
4972,"Trans Atlantic Airlines","","","TLL","ATLANTIC LEONE","Sierra Leone",0
4973,"Eagle Canyon Airlines","","","TLO","TALON AIR","United States",0
4974,"Tulip Air","","TD","TLP","TULIPAIR","Netherland",0
4975,"Tunisavia","","","TAJ","TUNISAVIA","Tunisia",0
4976,"TLC Air","","","TLS","TEALSY","United States",0
4977,"Turtle Airways","","","TLT","TURTLE","Fiji",0
4978,"Travelair","","","TLV","PAJAROS","Uruguay",0
4979,"Telesis Transair","","","TLX","TELESIS","United States",0
4980,"Top-Fly","","","TLY","TOPFLY","Spain",0
4981,"Trans Mediterranean Airlines","","TL","TMA","TANGO LIMA","Lebanon",1
4982,"Transmed Airlines","","","TMD","","Egypt",0
4983,"Tri-MG Intra Asia Airlines","","GY","TMG","TRILINES","Indonesia",0
4984,"Taxis Turisticos Marakame","","","TMH","TAXIMARAKAME","Mexico",0
4985,"Tamir Airways","","","TMI","TAMIRWAYS","Israel",0
4986,"Tomahawk Airways","","","TMK","TOMAHAWK","United States",0
4987,"TAM","","","TML","TAM AIRLINE","Madagascar",0
4988,"TMC Airlines","","","TMM","WILLOW RUN","United States",0
4989,"TRAM","","","TMQ","TRAM AIR","Mauritania",0
4990,"Timberline Air","","","TMR","TIMBER","Canada",0
4991,"Temsco Helicopters","","","TMS","TEMSCO","United States",0
4992,"Trans Midwest Airlines","","","TMT","TRANS MIDWEST","United States",0
4993,"Tramon Air","","","TMX","TRAMON","South Africa",0
4994,"Transportes Aereos del Mundo Maya","","","TMY","MUNDO MAYA","Mexico",0
4995,"Tranporte Amazonair","","","TMZ","TRANS AMAZON","Venezuela",0
4996,"Trans Air-Benin","","","TNB","TRANS-BENIN","Benin",0
4997,"Taxis Aereos del Noroeste","","","TNE","TAXINOROESTE","Mexico",0
4998,"Transafricaine","","","TNF","TRANSFAS","Burkina Faso",0
4999,"Tennessee Air National Guard 164th Airlift Group","","","TNG","","United States",0
5000,"Transair International Linhas Aereas","","","TNI","TRANSINTER","United States",0
5001,"Tengeriyn Ulaach Shine","","","TNL","SKY HORSE","Mongolia",0
5002,"Tiara Air","","3P","TNM","TIARA","Aruba",1
5003,"Transped Aviation","","","TNP","TRANSPED","Austria",0
5004,"Tanana Air Services","","","TNR","TAN AIR","United States",0
5005,"Trans North Turbo Air","","","TNT","TRANS NORTH","Canada",0
5006,"Transnorthern","","","TNV","TRANSNORTHERN","United States",0
5007,"Trans Nation Airways","","","TNW","TRANS-NATION","Ethiopia",0
5008,"Trener Ltd","","","TNX","TRAINER","Hungary",0
5009,"Twin Town Leasing Company","","","TNY","TWINCAL","United States",0
5010,"Tobruk Air","","7T","TOB","TOBRUK AIR","Libya",0
5011,"TOJ Airlines","","","TOJ","TOJ AIRLINE","Tajikistan",0
5012,"Tol-Air Services","","TI","TOL","TOL AIR","United States",0
5013,"Thomsonfly","","BY","TOM","TOMSON","United Kingdom",1
5014,"Top Air","","","TOP","AIR TOP","Turkey",0
5015,"Toronto Airways","","","TOR","TORONTAIR","Canada",0
5016,"Tropic Air","","PM","TOS","TROPISER","Belize",1
5017,"Totavia","","","TOT","","Canada",0
5018,"Tower Air","","FF","TOW","TEE AIR","United States",0
5019,"Toyota Canada","","","TOY","TOYOTA","Canada",0
5020,"TAMPA","","QT","TPA","TAMPA","Colombia",1
5021,"Top Speed","","","TPD","TOP SPEED","Austria",0
5022,"Taxis Aereos del Pacifico","","","TPF","TAXIPACIFICO","Mexico",0
5023,"Transportes Aereos Pegaso","","","TPG","TRANSPEGASO","Mexico",0
5024,"TAR Interpilot","","","TPL","INTERPILOT","Mauritania",0
5025,"Transpais Aereo","","","TPM","TRANSPAIS","Mexico",0
5026,"Transportacion Aerea del Norte","","","TPN","AEREA DELNORTE","Mexico",0
5027,"Transpac Express","","","TPP","TRANS EXPRESS","Australia",0
5028,"Taxis Aereos De Parral","","","TPR","TAXIS PARRAL","Mexico",0
5029,"TAPSA Transportes Aereos Petroleros","","","TPS","TAPSA","Argentina",0
5030,"Transportes Aereo del Sureste","","","TPT","TASSA","Mexico",0
5031,"Trans American Airlines (Trans Am)","","","TPU","TRANS PERU","Peru",0
5032,"Thai Pacific Airlines Business","","","TPV","THAI PACIFIC","Thailand",0
5033,"Transportes Aereos De Xalapa","","","TPX","TRANSXALAPA","Mexico",0
5034,"Trans-Provincial Airlines","","","TPY","TRANS PROVINCIAL","Canada",0
5035,"Transportes La Paz","","","TPZ","TRANSPAZ","Mexico",0
5036,"Taquan Air Services","","","TQN","TAQUAN","United States",0
5037,"Transportacion Aerea De Queretaro","","","TQR","TRANSQUERETARO","Mexico",0
5038,"TransAsia Airways","","GE","TNA","TransAsia","Taiwan",1
5039,"Transavia Holland","","HV","TRA","TRANSAVIA","Netherlands",1
5040,"Trans Air Charter","","","TRC","TRACKER","United States",0
5041,"TACV","","VR","TCV","CABOVERDE","Portugal",1
5042,"Trans Island Air","","","TRD","TRANS ISLAND","Barbados",0
5043,"Taxi Air Fret","","","TRF","TAXI JET","France",0
5044,"TRAGSA (Medios Aereos)","","","TRG","","Spain",0
5045,"Trans Euro Air","","","TRJ","HIGH TIDE","United Kingdom",0
5046,"Transport Aerien de Mauritanie","","","TRM","SOTRANS","Mauritania",0
5047,"Tropic Airlines-Air Molokai","","","TRO","MOLOKAI","United States",0
5048,"Turdus Airways","","","TRQ","HUNTER","Netherland",0
5049,"Tramson Limited","","","TRR","TRAMSON","Sudan",0
5050,"Trans Arabian Air Transport","","","TRT","TRANS ARABIAN","Sudan",0
5051,"Triangle Airline (Uganda)","","","TRU","TRI AIR","Uganda",0
5052,"Transwestern Airlines of Utah","","","TRW","TRANS-WEST","United States",0
5053,"Tristar Airlines","","","TRY","TRISTAR AIR","United States",0
5054,"TransMeridian Airlines","","T9","TRZ","TRANS-MERIDIAN","United States",0
5055,"Transair France","","","TSA","AIRTRAF","France",0
5056,"TAF-Linhas Aereas","","","TSD","TAFI","Brazil",0
5057,"Transmile Air Services","","TH","TSE","TRANSMILE","Malaysia",0
5058,"Trans-Air-Congo","","","TSG","TRANS-CONGO","Republic of the Congo",0
5059,"Transport'air","","","TSI","TRANSPORTAIR","France",0
5060,"Trast Aero","","S5","TSJ","TRAST AERO","Kyrgyzstan",0
5061,"Trast Aero","","","TSK","TOMSK-AVIA","Kyrgyzstan",0
5062,"Thai Aviation Services","","","TSL","THAI AVIATION","Thailand",0
5063,"Taftan Airlines","","","SBT","TAFTAN","Iran",0
5064,"Transwest Air","","9T","ABS","ATHABASKA","Canada",1
5065,"Trans Sayegh Airport Services","","","TSM","","Lebanon",0
5066,"Trans-Air Services","","","TSN","AIR TRANS","Nigeria",0
5067,"Transaero Airlines","","UN","TSO","TRANSOVIET","Russia",1
5068,"Transportes Aereos Inter","","","TSP","TRANSPO-INTER","Guatemala",0
5069,"Trans Service Airlift","","","TSR","TRANS SERVICE","Democratic Republic of Congo",0
5070,"Tri-State Aero","","","TSS","TRI-STATE","United States",0
5071,"TRAST","","","TST","TRAST","Kazakhstan",0
5072,"Tropair Airservices","","","TSV","TROPIC","United Kingdom",0
5073,"Transwings","","","TSW","SWISSTRANS","Switzerland",0
5074,"Thai Star Airlines","","T9","TSX","THAI STAR","Thailand",0
5075,"Tristar Air","","","TSY","TRIPLE STAR","Egypt",0
5076,"TTA - Sociedade de Transporte e Trabalho Aereo","","","TTA","KANIMANBO","Mozambique",0
5077,"Transteco","","","TTC","TRANSTECO","Angola",0
5078,"Tarhan Tower Airlines","","","TTH","","Turkey",0
5079,"Total Linhas Aereas","","","TTL","TOTAL","Brazil",0
5080,"Triple O Aviation","","","TTP","MIGHTY WING","Nigeria",0
5081,"Transportaciones Y Servicios Aereos","","","TTR","TRANSPORTACIONES","Mexico",0
5082,"Transporte Aereo Tecnico Ejecutivo","","","TTS","TECNICO","Mexico",0
5083,"Turkmenistan Airlines","Turkmenhovayollary","T5","TUA","TURKMENISTAN","Turkmenistan",1
5084,"Turismo Aereo de Chile","","","TUC","TURICHILE","Chile",0
5085,"Tuninter","","UG","TUI","","Tunisia",1
5086,"Tulpar Air","","","TUL","URSAL","Russia",0
5087,"Tyumenspecavia","","","TUM","TUMTEL","Russia",0
5088,"Taxi Aereo Turistico","","","TUO","TURISTICO","Mexico",0
5089,"Tulpar Air Service","","","TUX","TULPA","Kazakhstan",0
5090,"Tuna Aero","","","TUZ","TUNA","Sweden",0
5091,"Trans America Airlines","","","TVA","TRANS-AMERICA","United States",0
5092,"Trabajos Aereos Vascongados","","","TVH","TRAVASA","Spain",0
5093,"Tiramavia","","","TVI","TIRAMAVIA","Moldova",0
5094,"Travel Service","","","TVL","TRAVEL SERVICE","Hungary",0
5095,"Transavio","","","TVO","TRANS-BALLERIO","Italy",0
5096,"Tavrey Airlines","","T6","TVR","TAVREY","Ukraine",0
5097,"Travel Service","","QS","TVS","SKYTRAVEL","Czech Republic",1
5098,"Trans World Airlines","TWA","TW","TWA","TWA","United States",0
5099,"Transwede Airways","","","TWE","TRANSWEDE","Sweden",0
5100,"Twinjet Aircraft Sales","","","TWJ","","United Kingdom",0
5101,"Tradewinds Aviation","","","TWL","TRADEWINDS CANADA","Canada",0
5102,"Transairways","","","TWM","","Mozambique",0
5103,"Twente Airlines","","","TWO","COLIBRI","Netherlands",0
5104,"Trans Air Welwitchia","","","TWW","WELWITCHIA","Angola",0
5105,"Texair Charter","","","TXA","OKAY AIR","United States",0
5106,"Transaviaexport","","AL","TXC","TRANSEXPORT","Belarus",0
5107,"Transilvania Express","","","TXE","TRANSAIR EXPRESS","Romania",0
5108,"Taxi Aereo Cozatl","","","TXL","TAXI COZATL","Mexico",0
5109,"Taxi Aereo de Mexico","","","TXM","TAXIMEX","Mexico",0
5110,"Texas National Airlines","","","TXN","TEXAS NATIONAL","United States",0
5111,"Taxis Aereos de Sinaloa","","","TXO","TAXIS SINALOA","Mexico",0
5112,"Taxirey","","","TXR","TAXIREY","Mexico",0
5113,"Texas Airlines","","","TXS","TEXAIR","United States",0
5114,"Texas Air Charters","","","TXT","TEXAS CHARTER","United States",0
5115,"Tex Star Air Freight","","","TXZ","TEX STAR","United States",0
5116,"Tayflite","","","TYF","TAYFLITE","United Kingdom",0
5117,"Trygg-Flyg","","","TYG","TRYGG","Sweden",0
5118,"Tyrol Air Ambulance","","","TYW","TYROL AMBULANCE","Austria",0
5119,"Transporte Aereo Ernesto Saenz","","","TZE","TRANSPORTE SAENZ","Mexico",0
5120,"Tajikstan","","","TZK","TAJIKSTAN","Tajikistan",0
5121,"Thyssen Krupp AG","","","BLI","BLUELINE","Germany",0
5122,"TUIfly Nordic","","6B","BLX","BLUESCAN","Sweden",1
5123,"Transportes Aereos Bolivianos","","","BOL","BOL","Bolivia",0
5124,"Tiphook PLC","","","BOX","BOX","United Kingdom",0
5125,"Top Flight Air Service","","","CHE","CHECK AIR","United States",0
5126,"Trans America","","","CLR","CLINTON AIRWAYS","United States",0
5127,"Triple Alpha","","","CLU","CAROLUS","Germany",0
5128,"Tashkent Aircraft Production Corporation","","","CTP","CORTAS","Uzbekistan",0
5129,"Texas Airways","","","CWT","TEXAS AIRWAYS","United States",0
5130,"Transportes Aereos Don Carlos","","","DCL","DON CARLOS","Chile",0
5131,"Telnic Limited","","","DOT","DOT TEL","United Kingdom",0
5132,"Triton Airlines","","","DRC","TRITON AIR","Canada",0
5133,"TAAG Angola Airlines","","DT","DTA","DTA","Angola",1
5134,"Tassili Airlines","","SF","DTH","TASSILI AIR","Algeria",0
5135,"Transporte Ejecutivo Aereo","","","EAR","EJECUTIVO-AEREO","Mexico",0
5136,"Transportes Aereos Nacionales De Selva Tans","","","ELV","AEREOS SELVA","Peru",0
5137,"TAG Farnborough Airport","","","FBO","","United Kingdom",0
5138,"Transaviaservice","","","FNV","TRANSAVIASERVICE","Georgia",0
5139,"TAG Aviation","","","FPG","TAG AVIATION","Switzerland",0
5140,"The 955 Preservation Group","","","GFN","GRIFFON","United Kingdom",0
5141,"Trans-Air-Link","","","GJB","SKY TRUCK","United States",0
5142,"Tradewind Aviation","","","GPD","GOODSPEED","United States",0
5143,"Trail Lake Flying Service","","","HBA","HARBOR AIR","United States",0
5144,"TAF Helicopters","","","HET","HELITAF","Spain",0
5145,"Tango Bravo","","","HTO","HELI TANGO","France",0
5146,"Turkish Air Force","","","HVK","TURKISH AIRFORCE","Turkey",1
5147,"Thryluthjonustan","","","IHS","","Iceland",0
5148,"TA-Air Airline","","","IRF","TA-AIR","Iran",0
5149,"Tara Air Line","","","IRR","TARAIR","Iran",0
5150,"Trading Air Cargo","","","JCH","TRADING CARGO","Mauritania",0
5151,"Trans-Kiev","","","KCA","TRANS-KIEV","Ukraine",0
5152,"Tal Air Charters","","","JEL","JETEL","Canada",0
5153,"Transcontinental Airlines","","","KRA","REGATA","Kazakhstan",0
5154,"Transaviabaltika","","","KTB","TRANSBALTIKA","Lithuania",0
5155,"Transair-Gyraintiee","","","KTS","KOTAIR","Russia",0
5156,"TAM Mercosur","","PZ","LAP","PARAGUAYA","Paraguay",1
5157,"The Lancair Company","","","LCC","LANCAIR","United States",0
5158,"The Army Aviation Heritage Foundation","","","LEG","LEGACY","United States",0
5159,"Top Sky International","","","LKW","TOPINTER","Indonesia",0
5160,"Trans States Airlines","","AX","LOF","WATERSKI","United States",1
5161,"Trans Atlantis","","","LTA","LANTRA","Canada",0
5162,"Transportacion Aerea Del Mar De Cortes","","","MCT","TRANS CORTES","Mexico",0
5163,"Transporte Aero MGM","","","MGM","AERO EMM-GEE-EMM","Mexico",0
5164,"Tigerfly","","","MOH","MOTH","United Kingdom",0
5165,"Transportes Aereos Amparo","","","MPO","AMPARO","Mexico",0
5166,"Trans Air","","","MUI","MAUI","United States",0
5167,"Transportes Aereos Mexiquenses","","","MXQ","MEXIQUENSES","Mexico",0
5168,"Travelsky Technology","","1E","","","China",0
5169,"Thalys","","2H","","","Belgium",0
5171,"TNT International Aviation","","","NTR","NITRO","United Kingdom",0
5172,"Open Skies Consultative Commission","","1L","OSY","OPEN SKIES","United States",0
5173,"Trans-Pacific Orient Airways","","","PCW","PACIFIC ORIENT","Philippines",0
5174,"Tauranga Aer Club","","","PGS","","New Zealand",0
5175,"TSSKB-Progress","","","PSS","PROGRESS","Russia",0
5176,"Trans World Express","","","RBD","RED BIRD","United States",0
5177,"Trans Reco","","","REC","TRANS-RECO","Mauritania",0
5178,"Tas Aviation","","","RMS","TASS AIR","United States",0
5179,"Tarom","","RO","ROT","TAROM","Romania",1
5180,"Transportes Aereos I.R. Crusoe","","","ROU","ROBINSON CRUSOE","Chile",0
5181,"Transportes Aereos Sierra","","","RRT","SIERRA ALTA","Mexico",0
5182,"Tbilisi Aviation University","","","RRY","AIRFERRY","Georgia",0
5183,"Trans Am Compania","","","RTM","AERO TRANSAM","Ecuador",0
5184,"Trans Sahara Air","","","SBJ","TRANS SAHARA","Nigeria",0
5185,"Transportes Aereos Sierra Madre","","","SEI","TRANSPORTE SIERRA","Mexico",0
5186,"Trans Asian Airlines","","","SRT","TRASER","Kazakhstan",0
5187,"Turan Air","","3T","URN","TURAN","Azerbaijan",1
5188,"TRIP Linhas A","","8R","TIB","TRIP","Brazil",1
5189,"Tusheti","","","USB","TUSHETI","Georgia",0
5190,"TAPC Aviatrans Aircompany","","","UTM","AVIATAPS","Uzbekistan",0
5191,"Trans-Ulgii","","","UTN","TRANS-ULGII","Mongolia",0
5192,"Transarabian Transportation Services","","","UTT","ARABIAN TRANSPORT","Uganda",0
5193,"Transaven","","","VEN","TRANSAVEN AIRLINE","Venezuela",0
5194,"Tag Aviation UK","","","VIP","SOVEREIGN","United Kingdom",0
5195,"Tbilaviamsheni","","","VNZ","TBILAVIA","Georgia",0
5196,"Taxi de Veracruz","","","VRC","VERACRUZ","Mexico",0
5197,"Travel Express Aviation Services","","","XAR","TRAVEL EXPRESS","Indonesia",0
5198,"Taxi Aero Del Norte","","","XNR","TAXI NORTE","Mexico",0
5199,"Transports et Travaux A","","OF","","","",0
5202,"USAF Air Mobility Operations Control Center","","","DOD","","United States",0
5203,"U.S. Department of the Interior","","","DOI","INTERIOR","United States",0
5204,"United Kingdom Civil Aviation Authority","","","EXM","EXAM","United Kingdom",0
5205,"Union des Transports Africains de Guinee","","","GIH","TRANSPORT AFRICAIN","Guinea",0
5206,"US Army Parachute Team","","","GKA","GOLDEN KNIGHTS","United States",0
5207,"USA3000 Airlines","","U5","GWY","GETAWAY","United States",1
5208,"United Arabian Airlines","","","UAB","UNITED ARABIAN","Sudan",0
5209,"United Airlines","","UA","UAL","UNITED","United States",1
5210,"United Air Charters","","","UAC","UNITAIR","Zimbabwe",1
5211,"United Carriers Systems","","","UCS","UNITED CARRIERS","United States",0
5212,"United Eagle Airlines","","","UEA","UNITED EAGLE","China",0
5213,"United Feeder Service","","U2","","","United States",0
5214,"United Kingdom Civil Aviation Authority","","","CFU","MINAIR","United Kingdom",0
5215,"United Kingdom Royal VIP Flights","","","KRF","KITTYHAWK","United Kingdom",0
5216,"United Kingdom Royal VIP Flight","","","KRH","SPARROWHAWK","United Kingdom",0
5217,"United Kingdom Civil Aviation Authority","","","SDS","STANDARDS","United Kingdom",0
5218,"United Kingdom Royal VIP Flights","","","TQF","RAINBOW","United Kingdom",0
5219,"United States Coast Guard Auxiliary","","","CGX","COASTGUARD AUXAIR","United States",0
5220,"United States Department Of Agriculture","","","AGR","AGRICULTURE","United States",0
5221,"University Air Squadron","","","UAD","","United Kingdom",0
5222,"University Air Squadron","","","UAJ","","United Kingdom",0
5223,"University Air Squadron","","","UAA","","United Kingdom",0
5224,"University Air Squadron","","","UAH","","United Kingdom",0
5225,"Universal Avia","","","HBU","KHARKIV UNIVERSAL","Ukraine",0
5226,"UK HEMS","","","HLE","HELIMED","United Kingdom",0
5227,"USA Jet Airlines","","U7","JUS","JET USA","United States",0
5228,"Unijet","","","LEA","LEADAIR","France",0
5229,"US Marshals Service","","","MSH","MARSHALAIR","United States",0
5230,"University of North Dakota","","","NDU","SIOUX","United States",0
5231,"Universal Airlines","","","PNA","PACIFIC NORTHERN","United States",0
5232,"Uganda Royal Airways","","","RAU","UGANDA ROYAL","Uganda",0
5233,"United Aviation Services","","","SAU","UNISERVE","Spain",0
5234,"Ural Airlines","","U6","SVR","SVERDLOVSK AIR","Russia",1
5235,"Ukraine Transavia","","","TRB","KIROVTRANS","Ukraine",0
5236,"United Arab Emirates Air Force","","","UAF","UNIFORCE","United Arab Emirates",0
5237,"Union Africaine des Transports","","","UAI","UNAIR","Ivory Coast",0
5238,"Uganda Air Cargo","","","UCC","UGANDA CARGO","Uganda",0
5239,"US Airports Air Charter","","","UCH","US CHARTER","United States",0
5240,"Ucoaviacion","","","UCO","UCOAVIACION","Spain",0
5241,"Ues-Avia Aircompany","","","UES","AVIASYSTEM","Ukraine",0
5242,"UFS","","","UFS","FEEDER EXPRESS","United States",0
5243,"Uganda Airlines","","","UGA","UGANDA","Uganda",0
5244,"Urgemer Canarias","","","UGC","URGEMER","Spain",0
5245,"Ukrainian Helicopters","","","UHL","UKRAINE COPTERS","Ukraine",0
5246,"Ulyanovsk Higher Civil Aviation School","","","UHS","PILOT AIR","Russia",0
5247,"Universal Jet Rental de Mexico","","","UJR","UNIVERSAL JET","Mexico",0
5248,"Universal Jet Aviation","","","UJT","UNI-JET","United States",0
5249,"UK International Airlines","","","UKI","KHALIQ","United Kingdom",0
5250,"Ukraine Air Alliance","","","UKL","UKRAINE ALLIANCE","Ukraine",0
5251,"UM Airlines","","UF","UKM","UKRAINE MEDITERRANEE","Ukraine",1
5252,"Ukraine Air Enterprise","","","UKN","ENTERPRISE UKRAINE","Ukraine",0
5253,"United Kingdom Home Office","","","UKP","POLICE","United Kingdom",0
5254,"Ukrainian Cargo Airways","","6Z","UKS","CARGOTRANS","Ukraine",0
5255,"Ultrair","","","ULT","ULTRAIR","United States",0
5256,"Unitemp-M","","","UMS","TOPAZ","Russia",0
5257,"Uni-Fly","","","UNC","UNICOPTER","Denmark",0
5258,"Union Flights","","","UNF","UNION FLIGHTS","United States",0
5259,"Universal Jet","","","UNJ","PROJET","Spain",0
5260,"Unsped Paket Servisi","","","UNS","UNSPED","Turkey",0
5261,"Unifly Servizi Aerei","","","UNU","UNIEURO","Italy",0
5262,"Ukrainian Pilot School","","","UPL","PILOT SCHOOL","Ukraine",0
5263,"United Parcel Service","","5X","UPS","UPS","United States",0
5264,"Uraiavia","","","URV","URAI","Russia",0
